,total_claims,total_30day_fills,total_days_supply,total_drug_cost,event_total
42985,,,,,
42986,,,,,
42987,,,,,
42988,,,,,
42989,,,,,
42990,,,,,
42991,,,,,
42992,,,,,
42993,,,,,
42994,,,,,
42995,,,,,
42996,,,,,
42997,,,,,
42998,,,,,
42999,,,,,
43000,,,,,
43001,,,,,
43002,,,,,
43003,,,,,
43004,,,,,
43005,,,,,
43006,,,,,
43007,,,,,
43008,,,,,
43009,,,,,
43010,,,,,
43011,,,,,
43012,,,,,
43013,,,,,
43014,,,,,
43015,,,,,
43016,,,,,
43017,,,,,
43018,,,,,
43019,,,,,
43020,,,,,
43021,,,,,
43022,,,,,
43023,,,,,
43024,,,,,
43025,,,,,
43026,,,,,
43027,,,,,
43028,,,,,
43029,,,,,
43030,,,,,
43031,,,,,
43032,,,,,
43033,,,,,
43034,,,,,
43035,,,,,
43036,,,,,
43037,,,,,
43038,,,,,
43039,,,,,
43040,,,,,
43041,,,,,
43042,,,,,
43043,,,,,
43044,,,,,
43045,,,,,
43046,,,,,
43047,,,,,
43048,,,,,
43049,,,,,
43050,,,,,
43051,,,,,
43052,,,,,
43053,,,,,
43054,,,,,
43055,,,,,
43056,,,,,
43057,,,,,
43058,,,,,
43059,,,,,
43060,,,,,
43061,,,,,
43062,,,,,
43063,,,,,
43064,,,,,
43065,,,,,
43066,,,,,
43067,,,,,
43068,,,,,
43069,,,,,
43070,,,,,
43071,,,,,
43072,,,,,
43073,,,,,
43074,,,,,
43075,,,,,
43076,,,,,
43077,,,,,
43078,,,,,
43079,,,,,
43080,,,,,
43081,,,,,
43082,,,,,
43083,,,,,
43084,,,,,
43085,,,,,
43086,,,,,
43087,,,,,
43088,,,,,
43089,,,,,
43090,,,,,
43091,,,,,
43092,,,,,
43093,,,,,
43094,,,,31180.9,
43095,,,,31180.9,
43096,,,,31180.9,
43097,,,,31180.9,
43098,,,,31180.9,
43099,,,,31180.9,
43100,,,,31180.9,
43101,,,,31180.9,
43102,,,,31180.9,
43103,,,,31180.9,
43104,,,,31180.9,
43105,,,,31180.9,
43106,,,,31180.9,
43107,,,,31180.9,
43108,,,,31180.9,
43109,,,,31180.9,
43110,,,,31180.9,
43111,,,,31180.9,
43112,,,,31180.9,
43113,,,,31180.9,
43114,,,,31180.9,
43115,,,,31180.9,
43116,,,,31180.9,
43117,,,,31180.9,
43118,,,,31180.9,
43119,,,,31180.9,
43120,,,,31180.9,
43121,,,,31180.9,
43122,,,,31180.9,
43123,,,,31180.9,
43124,,,,31180.9,
43125,,,,31180.9,
43126,,,,31180.9,
43127,,,,31180.9,
43128,,,,31180.9,
43129,,,,31180.9,
43130,,,,31180.9,
43131,,,,31180.9,
43132,,,,31180.9,
43133,,,,31180.9,
43134,,,,31180.9,
43135,,,,31180.9,
43136,,,,31180.9,
43137,,,,31180.9,
43138,,,,31180.9,
43139,,,,31180.9,
43140,,,,31180.9,
43141,,,,31180.9,
43142,,,,31180.9,
43143,,,,31180.9,
43144,,,,31180.9,
43145,,,,31180.9,
43146,,,,31180.9,
43147,,,,31180.9,
43148,,,,31180.9,
43149,,,,31180.9,
43150,,,,31180.9,
43151,,,,31180.9,
43152,,,,31180.9,
43153,,,,31180.9,
43154,,,,31180.9,
43155,,,,31180.9,
43156,,,,31180.9,
43157,,,,31180.9,
43158,,,,31180.9,
43159,,,,31180.9,
43160,,,,31180.9,
43161,,,,31180.9,
43162,,,,31180.9,
43163,,,,31180.9,
43164,,,,31180.9,
43165,,,,31180.9,
43166,,,,31180.9,
43167,,,,31180.9,
43168,,,,31180.9,
43169,,,,31180.9,
43170,,,,31180.9,
43171,,,,31180.9,
43172,,,,31180.9,
43173,,,,31180.9,
43174,,,,31180.9,
43175,,,,31180.9,
43176,,,,31180.9,
43177,,,,31180.9,
43178,,,,31180.9,
43179,,,,31180.9,
43180,,,,31180.9,
43181,,,,31180.9,
43182,,,,31180.9,
43183,,,,31180.9,
43184,,,,31180.9,
43185,,,,31180.9,
43186,,,,31180.9,
43187,,,,31180.9,
43188,,,,31180.9,
43189,,,,31180.9,
43190,,,,31180.9,
43191,,,,31180.9,
43192,,,,31180.9,
43193,,,,31180.9,
43194,,,,31180.9,
43195,,,,31180.9,
43196,,,,31180.9,
43197,,,,31180.9,
43198,,,,31180.9,
43199,,,,31180.9,
43200,,,,31180.9,
43201,,,,31180.9,
43202,,,,31180.9,
43203,,,,31180.9,
43204,,,,31180.9,
43205,,,,31180.9,
43206,,,,31180.9,
43207,,,,31180.9,
43208,,,,31180.9,
43209,,,,31180.9,
43210,,,,31180.9,
43211,,,,31180.9,
43212,,,,31180.9,
43213,,,,31180.9,
43214,,,,,
43215,,,,274777.72,
43216,,,,,
43217,,,,,
43218,,,,,
43219,,,,,
43220,,,,,
43221,,,,,
43222,,,,,
43223,,,,,
43224,,,,,
43225,,,,,
43226,,,,,
43227,,,,,
43228,,,,,
43229,,,,,
43230,,,,,
43231,,,,,
43232,,,,,
43233,,,,,
43234,,,,,
43235,,,,,
43236,,,,,
43237,,,,,
43238,,,,,
43239,,,,,
43240,,,,,
43241,,,,,
43242,,,,,
43243,,,,,
43244,,,,,
43245,,,,,
43246,,,,,
43247,,,,,
43248,,,,,
43249,,,,,
43250,,,,,
43251,,,,,
43252,,,,,
43253,,,,,
43254,,,,,
43255,,,,,
43256,,,,,
43257,,,,,
43258,,,,,
43259,,,,,
43260,,,,,
43261,,,,,
43262,,,,,
43263,,,,,
43264,,,,,
43265,,,,,
43266,,,,,
43267,,,,,
43268,,,,,
43269,,,,,
43270,,,,,
43271,,,,,
43272,,,,,
43273,,,,,
43274,,,,,
43275,,,,,
43276,,,,,
43277,,,,,
43278,,,,,
43279,,,,,
43280,,,,,
43281,,,,,
43282,,,,,
43283,,,,,
43284,,,,,
43285,,,,,
43286,,,,,
43287,,,,,
43288,,,,,
43289,,,,,
43290,,,,,
43291,,,,,
43292,,,,,
43293,,,,,
43294,,,,,
43295,,,,,
43296,,,,,
43297,,,,,
43298,,,,,
43299,,,,,
43300,,,,,
43301,,,,,
43302,,,,,
43303,,,,,
43304,,,,,
43305,,,,,
43306,,,,,
43307,,,,,
43308,,,,,
43309,,,,,
43310,,,,,
43311,,,,,
43312,,,,,
43313,,,,,
43314,,,,,
43315,,,,,
43316,,,,,
43317,,,,,
43318,,,,,
43319,,,,,
43320,,,,,
43321,,,,,
43322,,,,,
43323,,,,,
43324,,,,,
43325,,,,,
43326,,,,,
43327,,,,,
43328,,,,,
43329,,,,,
43330,,,,,
43331,,,,,
43332,,,,,
43333,,,,,
43334,,,,,
43335,,,,,
43336,,,,,
43337,,,,,
43338,,,,,
43339,,,,,
43340,,,,,
43341,,,,,
43342,,,,,
43343,,,,,
43344,,,,,
43345,,,,,
43346,,,,,
43347,,,,,
43348,,,,,
43349,,,,,
43350,,,,,
43351,,,,,
43352,,,,,
43353,,,,,
43354,,,,,
43355,,,,,
43356,,,,,
43357,,,,,
43358,,,,,
43359,,,,,
43360,,,,,
43361,,,,,
43362,,,,,
43363,,,,,
43364,,,,,
43365,,,,,
43366,,,,,
43367,,,,,
43368,,,,,
43369,,,,,
43370,,,,,
43371,,,,,
43372,,,,,
43373,,,,,
43374,,,,,
43375,,,,,
43376,,,,,
43377,,,,,
43378,,,,,
43379,,,,,
43380,,,,,
43381,,,,,
43382,,,,,
43383,,,,,
43384,,,,,
43385,,,,,
43386,,,,,
43387,,,,,
43388,,,,,
43389,,,,,
43390,,,,,
43391,,,,,
43392,,,,,
43393,,,,,
43394,,,,,
43395,,,,,
43396,,,,,
43397,,,,,
43398,,,,,
43399,,,,,
43400,,,,,
43401,,,,,
43402,,,,,
43403,,,,,
43404,,,,,
43405,,,,,
43406,,,,,
43407,,,,,
43408,,,,,
43409,,,,,
43410,,,,,
43411,,,,,
43412,,,,,
43413,,,,,
43414,,,,,
43415,,,,,
43416,,,,,
43417,,,,,
43418,,,,,
43419,,,,,
43420,,,,,
43421,,,,,
43422,,,,,
43423,,,,,
43424,,,,,
43425,,,,,
43426,,,,,
43427,,,,,
43428,,,,,
43429,,,,,
43430,,,,,
43431,,,,,
43432,,,,,
43433,,,,,
43434,,,,,
43435,,,,,
43436,,,,,
43437,,,,,
43438,,,,,
43439,,,,,
43440,,,,,
43441,,,,,
43442,,,,,
43443,,,,,
43444,,,,,
43445,,,,,
43446,,,,,
43447,,,,,
43448,,,,,
43449,,,,,
43450,,,,,
43451,,,,,
43452,,,,,
43453,,,,,
43454,,,,,
43455,,,,,
43456,,,,,
43457,,,,,
43458,,,,,
43459,,,,,
43460,,,,,
43461,,,,,
43462,,,,,
43463,,,,,
43464,,,,,
43465,,,,,
43466,,,,,
43467,,,,,
43468,,,,,
43469,,,,,
43470,,,,,
43471,,,,,
43472,,,,,
43473,,,,,
43474,,,,,
43475,,,,,
43476,,,,,
43477,,,,,
43478,,,,,
43479,,,,,
43480,,,,,
43481,,,,,
43482,,,,,
43483,,,,,
43484,,,,,
43485,,,,,
43486,,,,,
43487,,,,,
43488,,,,,
43489,,,,,
43490,,,,,
43491,,,,,
43492,,,,,
43493,,,,,
43494,,,,,
43495,,,,,
43496,,,,,
43497,,,,,
43498,,,,,
43499,,,,,
43500,,,,,
43501,,,,,
43502,,,,,
43503,,,,,
43504,,,,,
43505,,,,,
43506,,,,,
43507,,,,,
43508,,,,,
43509,,,,,
43510,,,,,
43511,,,,,
43512,,,,,
43513,,,,,
43514,,,,,
43515,,,,,
43516,,,,,
43517,,,,,
43518,,,,,
43519,,,,,
43520,,,,,
43521,,,,,
43522,,,,,
43523,,,,,
43524,,,,,
43525,,,,,
43526,,,,,
43527,,,,,
43528,,,,,
43529,,,,,
43530,,,,,
43531,,,,,
43532,,,,,
43533,,,,,
43534,,,,,
43535,,,,,
43536,,,,,
43537,,,,,
43538,,,,,
43539,,,,,
43540,,,,,
43541,,,,,
43542,,,,,
43543,,,,,
43544,,,,,
43545,,,,,
43546,,,,,
43547,,,,,
43548,,,,,
43549,,,,,
43550,,,,,
43551,,,,,
43552,,,,,
43553,,,,,
43554,,,,,
43555,,,,,
43556,,,,,
43557,,,,,
43558,,,,,
43559,,,,,
43560,,,,,
43561,,,,,
43562,,,,,
43563,,,,,
43564,,,,,
43565,,,,,
43566,,,,,
43567,,,,,
43568,,,,,
43569,,,,,
43570,,,,,
43571,,,,,
43572,,,,,
43573,,,,,
43574,,,,,
43575,,,,,
43576,,,,,
43577,,,,,
43578,,,,,
43579,,,,,
43580,,,,,
43581,,,,,
43582,,,,,
43583,,,,,
43584,,,,,
43585,,,,,
43586,,,,,
43587,,,,,
43588,,,,,
43589,,,,,
43590,,,,,
43591,,,,,
43592,,,,,
43593,,,,,
43594,,,,,
43595,,,,,
43596,,,,,
43597,,,,,
43598,,,,,
43599,,,,,
43600,,,,,
43601,,,,,
43602,,,,,
43603,,,,,
43604,,,,,
43605,,,,,
43606,,,,,
43607,,,,,
43608,,,,,
43609,,,,,
43610,,,,,
43611,,,,,
43612,,,,,
43613,,,,,
43614,,,,,
43615,,,,,
43616,,,,,
43617,,,,,
43618,,,,,
43619,,,,,
43620,,,,,
43621,,,,,
43622,,,,,
43623,,,,,
43624,,,,,
43625,,,,,
43626,,,,,
43627,,,,,
43628,,,,,
43629,,,,,
43630,,,,,
43631,,,,,
43632,,,,,
43633,,,,,
43634,,,,,
43635,,,,,
43636,,,,,
43637,,,,,
43638,,,,,
43639,,,,,
43640,,,,,
43641,,,,,
43642,,,,,
43643,,,,,
43644,,,,,
43645,,,,,
43646,,,,,
43647,,,,,
43648,,,,,
43649,,,,,
43650,,,,,
43651,,,,,
43652,,,,,
43653,,,,,
43654,,,,,
43655,,,,,
43656,,,,,
43657,,,,,
43658,,,,,
43659,,,,,
43660,,,,,
43661,,,,,
43662,,,,,
43663,,,,,
43664,,,,,
43665,,,,,
43666,,,,,
43667,,,,,
43668,,,,,
43669,,,,,
43670,,,,,
43671,,,,,
43672,,,,,
43673,,,,,
43674,,,,,
43675,,,,,
43676,,,,,
43677,,,,,
43678,,,,,
43679,,,,,
43680,,,,,
43681,,,,,
43682,,,,,
43683,,,,,
43684,,,,,
43685,,,,,
43686,,,,,
43687,,,,,
43688,,,,,
43689,,,,,
43690,,,,,
43691,,,,,
43692,,,,,
43693,,,,,
43694,,,,,
43695,,,,,
43696,,,,,
43697,,,,,
43698,,,,,
43699,,,,,
43700,,,,,
43701,,,,,
43702,,,,,
43703,,,,,
43704,,,,,
43705,,,,,
43706,,,,,
43707,,,,,
43708,,,,,
43709,,,,,
43710,,,,,
43711,,,,,
43712,,,,,
43713,,,,,
43714,,,,,
43715,,,,,
43716,,,,,
43717,,,,,
43718,,,,,
43719,,,,,
43720,,,,,
43721,,,,,
43722,,,,,
43723,,,,,
43724,,,,,
43725,,,,,
43726,,,,,
43727,,,,,
43728,,,,,
43729,,,,,
43730,,,,,
43731,,,,,
43732,,,,,
43733,,,,,
43734,,,,,
43735,,,,,
43736,,,,,
43737,,,,,
43738,,,,,
43739,,,,,
43740,,,,,
43741,,,,,
43742,,,,,
43743,,,,,
43744,,,,,
43745,,,,,
43746,,,,,
43747,,,,,
43748,,,,,
43749,,,,,
43750,,,,,
43751,,,,,
43752,,,,,
43753,,,,,
43754,,,,,
43755,,,,,
43756,,,,,
43757,,,,,
43758,,,,,
43759,,,,,
43760,,,,,
43761,,,,,
43762,,,,,
43763,,,,,
43764,,,,,
43765,,,,,
43766,,,,,
43767,,,,,
43768,,,,,
43769,,,,,
43770,,,,,
43771,,,,,
43772,,,,,
43773,,,,,
43774,,,,,
43775,,,,,
43776,,,,,
43777,,,,,
43778,,,,,
43779,,,,,
43780,,,,,
43781,,,,,
43782,,,,,
43783,,,,,
43784,,,,,
43785,,,,,
43786,,,,,
43787,,,,,
43788,,,,,
43789,,,,,
43790,,,,,
43791,,,,,
43792,,,,,
43793,,,,,
43794,,,,,
43795,,,,,
43796,,,,,
43797,,,,,
43798,,,,,
43799,,,,,
43800,,,,,
43801,,,,,
43802,,,,,
43803,,,,,
43804,,,,,
43805,,,,,
43806,,,,,
43807,,,,,
43808,,,,,
43809,,,,,
43810,,,,,
43811,,,,,
43812,,,,,
43813,,,,,
43814,,,,,
43815,,,,,
43816,,,,,
43817,,,,,
43818,,,,,
43819,,,,,
43820,,,,,
43821,63.0,63.0,,,
43822,,,,,
43823,72.0,72.0,,,
43824,,,,,
43825,338.0,338.0,,31932.33,
43826,,,,,
43827,,,,,
43828,,,,,
43829,,,,,
43830,,,,,
43831,,,,,
43832,,,,,
43833,,,,,
43834,,,,,
43835,,,,,
43836,,,,,
43837,,,,,
43838,,,,,
43839,,,,,
43840,,,,,
43841,,,,,
43842,,,,,
43843,,,,,
43844,,,,,
43845,,,,,
43846,,,,,
43847,,,,,
43848,,,,,
43849,,,,,
43850,,,,,
43851,,,,,
43852,,,,,
43853,,,,,
43854,,,,,
43855,,,,,
43856,,,,,
43857,,,,,
43858,,,,,
43859,,,,,
43860,,,,,
43861,,,,,
43862,,,,,
43863,,,,,
43864,,,,,
43865,,,,,
43866,,,,,
43867,,,,,
43868,,,,,
43869,,,,,
43870,,,,,
43871,,,,,
43872,,,,,
43873,,,,,
43874,,,,,
43875,,,,,
43876,,,,,
43877,,,,,
43878,,,,,
43879,,,,,
43880,,,,,
43881,,,,,
43882,,,,85105.79,
43883,,,,85105.79,
43884,,,,85105.79,
43885,,,,85105.79,
43886,,,,85105.79,
43887,,,,85105.79,
43888,,,,85105.79,
43889,,,,85105.79,
43890,,,,85105.79,
43891,,,,85105.79,
43892,,,,85105.79,
43893,,,,85105.79,
43894,,,,85105.79,
43895,,,,85105.79,
43896,,,,85105.79,
43897,,,,85105.79,
43898,,,,85105.79,
43899,,,,85105.79,
43900,,,,85105.79,
43901,,,,85105.79,
43902,,,,85105.79,
43903,,,,85105.79,
43904,,,,85105.79,
43905,,,,85105.79,
43906,,,,85105.79,
43907,,,,85105.79,
43908,,,,,
43909,,,,,
43910,,,,,
43911,,,,,
43912,,,,,
43913,,,,,
43914,,,,,
43915,,,,,
43916,,,,,
43917,,,,,
43918,,,,,
43919,,,,,
43920,,,,,
43921,,,,,
43922,,,,,
43923,,,,,
43924,,,,,
43925,,,,,
43926,,,,,
43927,,,,,
43928,,,,,
43929,,,,,
43930,,,,,
43931,,,,,
43932,,,,,
43933,,,,,
43934,,,,,
43935,,,,,
43936,,,,,
43937,,,,,
43938,,,,,
43939,,,,,
43940,,,,,
43941,,,,,
43942,,,,,
43943,,,,,
43944,,,,,
43945,,,,,
43946,,,,,
43947,,,,,
43948,,,,,
43949,,,,,
43950,,,,,
43951,,,,,
43952,,,,,
43953,,,,,
43954,,,,,
43955,,,,,
43956,,,,,
43957,,,,,
43958,,,,,
43959,,,,,
43960,,,,,
43961,,,,,
43962,,,,,
43963,,,,,
43964,,,,,
43965,,,,,
43966,,,,,
43967,,,,,
43968,,,,,
43969,,,,,
43970,,,,,
43971,,,,,
43972,,,,,
43973,,,,,
43974,,,,,
43975,,,,,
43976,,,,,
43977,,,,,
43978,,,,,
43979,,,,,
43980,,,,,
43981,,,,,
43982,,,,,
43983,,,,,
43984,,,,,
43985,,,,,
43986,,,,,
43987,,,,,
43988,,,,,
43989,,,,,
43990,,,,,
43991,,,,,
43992,,,,,
43993,,,,,
43994,,,,,
43995,,,,,
43996,,,,,
43997,,,,,
43998,,,,,
43999,,,,,
44000,,,,,
44001,,,,,
44002,,,,,
44003,,,,,
44004,,,,,
44005,,,,,
44006,,,,,
44007,,,,,
44008,,,,,
44009,,,,,
44010,,,,,
44011,,,,,
44012,,,,,
44013,,,,,
44014,,,,,
44015,,,,,
44016,,,,,
44017,,,,,
44018,,,,,
44019,,,,,
44020,,,,,
44021,,,,,
44022,,,,,
44023,,,,,
44024,,,,,
44025,,,,,
44026,,,,,
44027,,,,,
44028,,,,,
44029,,,,,
44030,,,,,
44031,,,,,
44032,,,,,
44033,,,,,
44034,,,,,
44035,,,,,
44036,,,,,
44037,,,,,
44038,,,,,
44039,,,,,
44040,,,,,
44041,,,,,
44042,,,,,
44043,,,,,
44044,,,,,
44045,,,,,
44046,,,,,
44047,,,,,
44048,,,,,
44049,,84.0,2456.0,642730.52,
44050,,,,,
44051,,,,,
44052,,,,,
44053,,,,,
44054,,,,,
44055,,,,,
44056,,,,,
44057,,,,,
44058,,,,,
44059,,,,,
44060,,,,1406675.01,
44061,,,,,
44062,,,,,
44063,,,,,
44064,,,,,
44065,,,,,
44066,,,,,
44067,,,,,
44068,,,,,
44069,,,,,
44070,,,,,
44071,,,,,
44072,,,,,
44073,,,,,
44074,,,,,
44075,,,,,
44076,,,,,
44077,,,,,
44078,,,,,
44079,,,,34316.35,
44080,,,,,
44081,,,,,
44082,,,,,
44083,,,,,
44084,,,,,
44085,,,,,
44086,,,,,
44087,,,,,
44088,,,,,
44089,,,,,
44090,,,,,
44091,,,,,
44092,,,,,
44093,,,,,
44094,,,,,
44095,,,,,
44096,,,,,
44097,,,,,
44098,,,,,
44099,,,,,
44100,,,,,
44101,,,,,
44102,,,,,
44103,,,,,
44104,,,,,
44105,,,,,
44106,,,,,
44107,,,,174477.78,
44108,,,,,
44109,,,,,
44110,,,,,
44111,,,,,
44112,,,,,
44113,,,,,
44114,,,,,
44115,,,,,
44116,,,,,
44117,,,,,
44118,,,,,
44119,,,,,
44120,,,,,
44121,,,,,
44122,,,,,
44123,,,,,
44124,,,,,
44125,,,,,
44126,,,,,
44127,,,,,
44128,,,,,
44129,,,,,
44130,,,,,
44131,,,,,
44132,,,,,
44133,,,,,
44134,,,,,
44135,,,,,
44136,,,,,
44137,,,,,
44138,,,,,
44139,,,,,
44140,,,,,
44141,,,,,
44142,,,,,
44143,,,,,
44144,,,,,
44145,,,,,
44146,,,,,
44147,,,,,
44148,,,,,
44149,,,,,
44150,,,,,
44151,,,,,
44152,,,,,
44153,,,,,
44154,,,,,
44155,,,,,
44156,,,,,
44157,,,,,
44158,,,,,
44159,,,,,
44160,,,,,
44161,,,,,
44162,,,,,
44163,,,,,
44164,,,,,
44165,,,,,
44166,,,,,
44167,71.0,71.0,2130.0,195911.31,
44168,,,,36480.71,
44169,,,,42768.77,
44170,,,,42768.77,
44171,,,,42768.77,
44172,,,,42768.77,
44173,,,,42768.77,
44174,,,,42768.77,
44175,,,,42768.77,
44176,,,,42768.77,
44177,,,,42768.77,
44178,,,,42768.77,
44179,,,,42768.77,
44180,,,,42768.77,
44181,,,,42768.77,
44182,,,,,
44183,,,,,
44184,,,,,
44185,,,,,
44186,,,,,
44187,,,,,
44188,,,,,
44189,,,,,
44190,,,,,
44191,,,,,
44192,,,,,
44193,,,,,
44194,,,,,
44195,,,,,
44196,,,,,
44197,,,,,
44198,,,,,
44199,,,,,
44200,,,,,
44201,,,,,
44202,,,,,
44203,,,,,
44204,,,,,
44205,,,,,
44206,,,,,
44207,,,,,
44208,,,,,
44209,,,,,
44210,,,,,
44211,,,,,
44212,,,,,
44213,,,,,
44214,,,,,
44215,,,,,
44216,,,,,
44217,,,,,
44218,,,,,
44219,,,,,
44220,,,,,
44221,,,,,
44222,,,,,
44223,,,,,
44224,,,,,
44225,,,,,
44226,,,,,
44227,,,,,
44228,,,,,
44229,,,,,
44230,,,,,
44231,,,,,
44232,,,,,
44233,,,,,
44234,,,,,
44235,,,,,
44236,,,,,
44237,,,,,
44238,,,,,
44239,,,,,
44240,,,,,
44241,41.0,,,302265.98,
44242,,,,,
44243,,,,,
44244,,,,,
44245,,,,,
44246,,,,,
44247,,,,,
44248,,,,,
44249,,,,,
44250,,,,,
44251,,,,137383.47,
44252,,,,,
44253,,,,,
44254,,,,,
44255,,,,,
44256,,,,,
44257,,,,,
44258,,,,,
44259,,,,,
44260,,,,,
44261,,,,,
44262,,,,,
44263,,,,,
44264,,,,,
44265,,,,,
44266,,,,,
44267,,,,,
44268,,,,,
44269,,,,,
44270,,,,,
44271,,,,,
44272,,,,,
44273,,,,,
44274,,,,,
44275,,,,,
44276,,,,,
44277,,,,,
44278,,,,,
44279,,,,,
44280,,,,,
44281,,,,,
44282,,,,,
44283,,,,,
44284,,,,,
44285,,,,,
44286,,,,,
44287,,,,,
44288,,,,,
44289,,,,,
44290,,,,,
44291,,,,,
44292,,,,,
44293,,,,,
44294,,,,,
44295,,,,,
44296,,,,,
44297,,,,190624.75,
44298,,,,190624.75,
44299,,,,190624.75,
44300,,,,190624.75,
44301,,,,190624.75,
44302,,,,190624.75,
44303,,,,190624.75,
44304,,,,190624.75,
44305,,,,190624.75,
44306,,,,190624.75,
44307,,,,190624.75,
44308,,,,190624.75,
44309,,,,190624.75,
44310,,,,190624.75,
44311,,,,190624.75,
44312,,,,190624.75,
44313,,,,190624.75,
44314,,,,190624.75,
44315,,,,190624.75,
44316,,,,190624.75,
44317,,,,190624.75,
44318,,,,190624.75,
44319,,,,190624.75,
44320,,,,190624.75,
44321,,,,190624.75,
44322,,,,190624.75,
44323,,,,190624.75,
44324,,,,190624.75,
44325,,,,190624.75,
44326,,,,190624.75,
44327,,,,190624.75,
44328,,,,190624.75,
44329,,,,190624.75,
44330,,,,190624.75,
44331,,,,190624.75,
44332,,,,190624.75,
44333,,,,190624.75,
44334,,,,190624.75,
44335,,,,190624.75,
44336,,,,190624.75,
44337,,,,190624.75,
44338,,,,190624.75,
44339,,,,190624.75,
44340,,,,190624.75,
44341,,,,190624.75,
44342,,,,190624.75,
44343,,,,,
44344,,,,88596.0,
44345,,,,88596.0,
44346,,,,,
44347,,,,,
44348,,,,,
44349,,,,,
44350,,,,,
44351,,,,,
44352,,,,,
44353,,,,,
44354,,,,,
44355,,,,,
44356,,,,,
44357,,,,,
44358,,,,,
44359,,,,,
44360,,,,,
44361,,,,,
44362,,,,,
44363,,,,,
44364,,,,,
44365,,,,,
44366,,,,,
44367,,,,,
44368,,,,,
44369,,,,,
44370,,,,,
44371,,,,,
44372,,,,,
44373,,,,,
44374,,,,,
44375,,,,,
44376,,,,,
44377,,,,,
44378,,,,,
44379,,,,,
44380,,,,,
44381,,,,,
44382,,,,,
44383,,,,,
44384,,,,,
44385,,,,,
44386,,,,,
44387,,,,,
44388,,,,,
44389,,,,,
44390,,,,,
44391,,,,,
44392,,,,,
44393,,,,,
44394,,,,,
44395,,,,,
44396,,,,,
44397,,,,,
44398,,,,,
44399,,,,,
44400,,,,,
44401,,,,,
44402,,,,,
44403,,,,,
44404,,,,,
44405,,,,,
44406,,,,,
44407,,,,,
44408,,,,,
44409,,,,,
44410,,,,,
44411,,,,,
44412,,,,,
44413,,,,,
44414,,,,,
44415,,,,,
44416,,,,,
44417,,,,,
44418,,,,,
44419,,,,,
44420,,,,,
44421,,,,,
44422,,,,,
44423,,,,,
44424,,,,,
44425,,,,,
44426,,,,,
44427,,,,,
44428,,,,,
44429,,,,,
44430,,,,,
44431,,,,,
44432,,,,,
44433,,,,,
44434,,,,,
44435,,,,,
44436,,,,,
44437,,,,,
44438,,,,,
44439,,,,,
44440,,,,,
44441,,,,,
44442,,,,,
44443,,,,,
44444,,,,,
44445,,,,,
44446,,,,,
44447,,,,,
44448,,,,,
44449,,,,,
44450,,,,,
44451,,,,,
44452,,,,,
44453,,,,,
44454,,,,,
44455,,,,,
44456,,,,,
44457,,,,,
44458,,,,,
44459,,,,,
44460,,,,,
44461,,,,,
44462,,,,,
44463,,,,,
44464,,,,,
44465,,,,,
44466,,,,,
44467,,,,,
44468,,,,,
44469,,,,,
44470,,,,,
44471,,,,,
44472,,,,,
44473,,,,,
44474,,,,,
44475,,,,,
44476,,,,,
44477,,,,,
44478,,,,,
44479,,,,,
44480,,,,,
44481,,,,,
44482,,,,,
44483,,,,,
44484,,,,,
44485,,,,,
44486,,,,,
44487,,,,,
44488,,,,,
44489,,,,,
44490,,,,,
44491,,,,,
44492,,,,,
44493,,,,,
44494,,,,,
44495,,,,,
44496,,,,,
44497,,,,,
44498,,,,,
44499,,,,,
44500,,,,,
44501,,,,,
44502,,,,,
44503,,,,,
44504,,,,,
44505,,,,,
44506,,,,,
44507,,,,,
44508,,,,,
44509,,,,,
44510,,,,,
44511,,,,,
44512,,,,,
44513,,,,,
44514,,,,,
44515,,,,,
44516,,,,,
44517,,,,,
44518,,,,,
44519,,,,348574.1,
44520,,,,348574.1,
44521,,,,348574.1,
44522,,,,348574.1,
44523,,,,348574.1,
44524,,,,348574.1,
44525,,,,,
44526,,,,,
44527,,,,,
44528,,,,,
44529,,,,,
44530,,,,,
44531,,,,,
44532,,,,,
44533,,,,,
44534,,,,,
44535,,,,,
44536,,,,,
44537,,,,,
44538,,,,,
44539,,,,,
44540,,,,,
44541,,,,,
44542,,,,,
44543,,,,93208.51,
44544,,,,,
44545,,,,,
44546,,,,,
44547,,,,,
44548,,,,,
44549,,,,,
44550,,,,,
44551,,,,,
44552,,,,,
44553,,,,,
44554,,,,,
44555,,,,,
44556,,,,,
44557,,,,,
44558,,,,,
44559,,,,,
44560,,,,,
44561,,,,,
44562,,,,,
44563,,,,,
44564,,,,,
44565,,,,,
44566,,,,,
44567,,,,,
44568,,,,,
44569,,,,,
44570,,,,,
44571,,,,,
44572,,,,,
44573,,,,,
44574,,,,,
44575,,,,,
44576,,,,,
44577,,,,,
44578,,,,,
44579,,,,,
44580,,,,,
44581,,,,,
44582,,,,,
44583,,,,,
44584,,,,,
44585,,,,,
44586,,,,,
44587,,,,,
44588,,,,,
44589,,,,,
44590,,,,,
44591,,,,,
44592,,,,,
44593,,,,,
44594,,,,,
44595,,,,,
44596,,,,,
44597,,,,,
44598,,,,,
44599,,,,,
44600,,,,,
44601,,,,,
44602,,,,,
44603,,,,,
44604,,,,,
44605,,,,,
44606,,,,,
44607,,,,,
44608,,,,,
44609,,,,,
44610,,,,,
44611,,,,,
44612,,,,,
44613,,,,,
